coach,team,season,should_go,shouldnt_go,pct,epa,count,z_wins,z_should,z_shouldnt,z_epa,above_mean_wins,above_mean_should,above_mean_shouldnt,above_mean_epa
Mike Vrabel,TEN,2021,0.8,0.8571428571428571,0.7058823529411765,-0.05311287676468377,17,1.0743420719357597,1.7815632379011703,-1.5398168397669623,-0.1549639991529275,1,1,0,0
Mike Vrabel,TEN,2022,0.5,1,0.4117647058823529,0.11074650270034835,25,-0.46251802338853554,0.43802719595704304,0.49297150027201964,0.7868831358930871,0,1,1,1
Mike Zimmer,MIN,2016,0.6,1,0.5,-0.01639440361695722,17,-0.00145999479124701,0.885872543271752,0.49297150027201964,0.056090069587949085,0,1,1,1
Mike Zimmer,MIN,2017,0.25,0.9230769230769231,0.8125,-0.21448802123595054,17,1.6314538564908163,-0.6815861723297296,-0.6016068366720464,-1.0825320027918914,1,0,0,0
Mike Zimmer,MIN,2018,0.5,1,0.53125,-0.3051783917270731,6,0.1618313903369593,0.43802719595704304,0.49297150027201964,-1.6038110769724054,1,1,1,0
Mike Zimmer,MIN,2019,0.25,1,0.625,-0.09161237950109413,14,0.6517055457215783,-0.6815861723297296,0.49297150027201964,-0.3762552457777348,1,0,1,0
Mike Zimmer,MIN,2020,0.875,1,0.4375,-0.3002812120041967,17,-0.32804276504765967,2.117447248387202,0.49297150027201964,-1.5756625833868987,0,1,1,0
Mike Zimmer,MIN,2021,0.45454545454545453,1,0.47058823529411764,0.030581723867845738,18,-0.15514600432367653,0.23446112899581156,0.49297150027201964,0.3261040976623068,0,1,1,1
Nathaniel Hackett,DEN,2022,0.36363636363636365,1,0.26666666666666666,-0.00587960910851911,26,-1.2207023370818542,-0.1726710049266511,0.49297150027201964,0.11652804461081549,0,0,1,1
Nick Sirianni,PHI,2022,0.5,0.6666666666666666,0.8235294117647058,0.2823180260160775,12,1.689086110065477,0.43802719595704304,-4.25020129315227,1.7730588935334024,1,1,0,1
Pat Shurmur,NYG,2018,0.4,1,0.3125,0.10220338188425641,25,-0.981208305560485,-0.009818151357665937,0.49297150027201964,0.737778141773997,0,0,1,1
Pat Shurmur,NYG,2019,0.5,0.7272727272727273,0.25,-0.18763801837814137,19,-1.3077910758168976,0.43802719595704304,-3.3878062398023987,-0.9282009028562818,0,1,0,0
Pete Carroll,SEA,2016,0.42857142857142855,1,0.65625,-0.011187451279080336,17,0.8149969308497846,0.11813766216082217,0.49297150027201964,0.086019104823903,1,1,1,1
Pete Carroll,SEA,2017,0.125,0.8333333333333334,0.5625,-0.07884560760833043,14,0.32512277546516566,-1.241392856473116,-1.8786148964401246,-0.3028731325887153,1,0,0,0
Pete Carroll,SEA,2018,0.375,1,0.625,0.17023117009405714,22,0.6517055457215783,-0.12177948818634331,0.49297150027201964,1.1287949858393127,1,0,1,1
Pete Carroll,SEA,2019,0.3,0.8888888888888888,0.6875,0.03865152408010226,19,0.9782883159779909,-0.45766349867237516,-1.0880860975360775,0.37248849283774127,1,0,0,1
Pete Carroll,SEA,2020,0.5,1,0.75,0.3192720752275872,15,1.3048710862344035,0.43802719595704304,0.49297150027201964,1.985467029655005,1,1,1,1
Pete Carroll,SEA,2021,0.5714285714285714,1,0.4117647058823529,-0.08993417373490692,18,-0.46251802338853554,0.7579167297532636,0.49297150027201964,-0.3666090888225363,0,1,1,0
Pete Carroll,SEA,2022,0.4,0.9090909090909091,0.5294117647058824,0.27980193317374247,16,0.1522260147411825,-0.009818151357665937,-0.800621079752787,1.7585966464359224,1,0,0,1
Raheem Morris,ATL,2020,0.75,0.8,0.36363636363636365,0.41875165654278557,9,-0.7140042208052382,1.5576405642438156,-2.3529321757825534,2.5572655984228745,0,1,0,1
Rex Ryan,BUF,2016,0.2727272727272727,1,0.4666666666666667,-0.07561980248228763,22,-0.17563747226133372,-0.579803138849114,0.49297150027201964,-0.2843315310880913,0,0,1,0
Rich Bisaccia,LV,2021,0.3333333333333333,1,0.5833333333333334,0.3662505755059361,16,0.43398369888397004,-0.30838171623413885,0.49297150027201964,2.2554946963066023,1,0,1,1
Robert Saleh,NYJ,2021,0.6,0.9090909090909091,0.23529411764705882,-0.1682021237130559,16,-1.3846340805831123,0.885872543271752,-0.800621079752787,-0.8164853467060565,0,1,0,0
Robert Saleh,NYJ,2022,0.4444444444444444,0.9166666666666666,0.4117647058823529,-0.15053629263732565,21,-0.46251802338853554,0.189224225226649,-0.6928216980840533,-0.7149439369850825,0,1,0,0
Ron Rivera,CAR,2016,0.3333333333333333,0.875,0.375,0.173039880474873,17,-0.6546255353040723,-0.30838171623413885,-1.2857182972620889,1.1449391689430328,0,0,0,1
Ron Rivera,CAR,2017,0.42857142857142855,1,0.6875,0.09828290848706388,14,0.9782883159779909,0.11813766216082217,0.49297150027201964,0.71524365733236706,1,1,1,1
Ron Rivera,CAR,2018,0.7777777777777778,1,0.4375,0.020329776089072413,15,-0.32804276504765967,1.6820420496090127,0.49297150027201964,0.26717693904860307,0,1,1,1
Ron Rivera,CAR,2019,0.5714285714285714,0.9,0.3125,-0.10591264700815431,17,-0.981208305560485,0.7579167297532636,-0.9299803377552669,-0.458451736609622,0,1,0,0
Ron Rivera,WAS,2020,0.6,1,0.4375,0.08909241579290969,14,-0.32804276504765967,0.885872543271752,0.49297150027201964,0.6624176351546274,0,1,1,1
Ron Rivera,WAS,2021,0.5555555555555556,1,0.4117647058823529,-0.10399709147281545,17,-0.46251802338853554,0.686830166687437,0.49297150027201964,-0.4474413171946904,0,1,1,0
Ron Rivera,WAS,2022,0.45454545454545453,0.9230769230769231,0.5,0.01814270940889222,24,-0.00145999479124701,0.23446112899581156,-0.6016068366720464,0.2546059010426774,0,1,0,1
Sean McDermott,BUF,2017,0,1,0.5625,-0.1313195887507929,15,0.32512277546516566,-1.8011995406165022,0.49297150027201964,-0.6044882672538243,1,0,1,0
Sean McDermott,BUF,2018,0.6666666666666666,1,0.375,-0.38657245760637293,10,-0.6546255353040723,1.1844361081482246,0.49297150027201964,-2.0716559327777126,0,1,1,0
Sean McDermott,BUF,2019,0.4166666666666667,0.875,0.625,-0.15862552516540213,20,0.6517055457215783,0.06482273986145222,-1.2857182972620889,-0.7614400271458274,1,1,0,0
Sean McDermott,BUF,2020,NA,1,0.8125,0.2613186198831344,7,1.6314538564908163,NA,0.49297150027201964,1.652356431650829,1,NA,1,1
Sean McDermott,BUF,2021,0.75,0.8333333333333334,0.6470588235294118,0.0166525704294209,14,0.7669700528709006,1.5576405642438156,-1.8786148964401246,0.24604073295027074,1,1,0,1
Sean McDermott,BUF,2022,0.8,1,0.8125,0.023827631402590903,14,1.6314538564908163,1.7815632379011703,0.49297150027201964,0.28728225750274694,1,1,1,1
Sean McVay,LA,2017,0.16666666666666666,1,0.6875,0.23482058657300323,12,0.9782883159779909,-1.0547906284253206,0.49297150027201964,1.5000484170655135,1,0,1,1
Sean McVay,LA,2018,0.4444444444444444,1,0.8125,-0.06813264186080768,23,1.6314538564908163,0.189224225226649,0.49297150027201964,-0.2412960893331377,1,1,1,0
Sean McVay,LA,2019,0.25,1,0.5625,-0.25682544395300794,14,0.32512277546516566,-0.6815861723297296,0.49297150027201964,-1.325883225172189,1,0,1,0
Sean McVay,LA,2020,0.1111111111111111,1,0.625,-0.41606391516689173,16,0.6517055457215783,-1.3035935991557144,0.49297150027201964,-2.24116984710102,1,0,1,0
Sean McVay,LA,2021,0.5,1,0.7058823529411765,-0.04846069703257737,17,1.0743420719357597,0.43802719595704304,0.49297150027201964,-0.12822374072702153,1,1,1,0
Sean McVay,LA,2022,0.25,1,0.29411764705882354,0.1849816553296626,13,-1.0772620615182533,-0.6815861723297296,0.49297150027201964,1.2135792826250715,0,0,1,1
Sean Payton,NO,2016,0.16666666666666666,1,0.4375,0.1557976333704201,10,-0.32804276504765967,-1.0547906284253206,0.49297150027201964,1.045832477033767,0,0,1,1
Sean Payton,NO,2017,0.42857142857142855,1,0.6875,0.1825674980720687,14,0.9782883159779909,0.11813766216082217,0.49297150027201964,1.1997029509555708,1,1,1,1
Sean Payton,NO,2018,0.5555555555555556,1,0.8125,0.3457997915264398,16,1.6314538564908163,0.686830166687437,0.49297150027201964,2.137945659056379,1,1,1,1
Sean Payton,NO,2019,0.5,1,0.8125,-0.07654066669299357,11,1.6314538564908163,0.43802719595704304,0.49297150027201964,-0.28962456540478043,1,1,1,0
Sean Payton,NO,2020,0.2,1,0.75,-0.08255248067519823,8,1.3048710862344035,-0.9055088459870841,0.49297150027201964,-0.324179863942191,1,0,1,0
Sean Payton,NO,2021,0.2,1,0.5294117647058824,-0.13559002614313764,15,0.1522260147411825,-0.9055088459870841,0.49297150027201964,-0.6290343093327375,1,0,1,0
Steve Wilks,ARI,2018,0.25,1,0.1875,-0.23752433505598394,12,-1.6343738460733104,-0.6815861723297296,0.49297150027201964,-1.214942403980122,0,0,1,0
Steve Wilks,CAR,2022,0.3333333333333333,0.8333333333333334,0.5,0.11621613237413235,9,-0.00145999479124701,-0.30838171623413885,-1.8786148964401246,0.8183220138800227,0,0,0,1
Todd Bowles,NYJ,2016,0,1,0.3125,-0.29710854021026484,13,-0.981208305560485,-1.8011995406165022,0.49297150027201964,-1.557426386903598,0,0,1,0
Todd Bowles,NYJ,2017,0,0.8571428571428571,0.3125,-0.02376697668133963,15,-0.981208305560485,-1.8011995406165022,-1.5398168397669623,0.013713265518043423,0,0,0,1
Todd Bowles,NYJ,2018,0.8571428571428571,0.9,0.25,0.014361084624757218,17,-1.3077910758168976,2.0374748649381464,-0.9299803377552669,0.23286950438119347,0,1,0,1
Todd Bowles,TB,2022,0.3076923076923077,1,0.47058823529411764,-0.16897702324269642,23,-0.15514600432367653,-0.42321385657124355,0.49297150027201964,-0.8209393908036431,0,0,1,0
Urban Meyer,JAX,2021,0.36363636363636365,1,0.15384615384615385,-0.10952205131219844,14,-1.8102261069806094,-0.1726710049266511,0.49297150027201964,-0.47919822737557893,0,0,1,0
Vance Joseph,DEN,2017,0.75,0.6666666666666666,0.3125,-0.15403554254439983,7,-0.981208305560485,1.5576405642438156,-4.25020129315227,-0.7350572714218894,0,1,0,0
Vance Joseph,DEN,2018,0.5333333333333333,1,0.375,-0.030356601642893586,21,-0.6546255353040723,0.5873089783952793,0.49297150027201964,-0.024163232069888425,0,1,1,0
Vic Fangio,DEN,2019,0.6,1,0.4375,0.11787116743470015,22,-0.32804276504765967,0.885872543271752,0.49297150027201964,0.8278349879635669,0,1,1,1
Vic Fangio,DEN,2020,0.125,1,0.3125,-0.05590183396482259,13,-0.981208305560485,-1.241392856473116,0.49297150027201964,-0.17099464297260128,0,0,1,0
Vic Fangio,DEN,2021,1,1,0.4117647058823529,0.07048559968587507,6,-0.46251802338853554,2.677253932530588,0.49297150027201964,0.555467538675845,0,1,1,1
Zac Taylor,CIN,2019,0.25,0.8333333333333334,0.125,0.15615383101039026,10,-1.960956616329723,-0.6815861723297296,-1.8786148964401246,1.0478798650307883,0,0,0,1
Zac Taylor,CIN,2020,0.8,1,0.28125,0.22163931625820316,10,-1.1444996906886913,1.7815632379011703,0.49297150027201964,1.424283808882612,0,1,1,1
Zac Taylor,CIN,2021,0.42857142857142855,0.9230769230769231,0.5882352941176471,0.18588293662449712,20,0.45959803380604153,0.11813766216082217,-0.6016068366720464,1.218759756322591,1,1,0,1
Zac Taylor,CIN,2022,0.5,1,0.75,-0.06681420060640425,20,1.3048710862344035,0.43802719595704304,0.49297150027201964,-0.23371782239327454,1,1,1,0
